word_count,sentence_count,locations,location_count,actions,action_count,urgency_level,is_informal,pos_tags,text,disaster_type,source
23,2,,0,assist,1,low,True,PRON AUX AUX VERB NOUN PART VERB DET NOUN VERB ADP NOUN PROPN NOUN ADP DET NOUN NOUN PUNCT VERB CCONJ VERB PUNCT,We will be receiving donations to assist the families affected by hurricane Harvey tomorrow at the library mall! Come and support !,rescue_volunteering_or_donation_effort,HumAID
36,4,Maryland,1,,0,low,True,PROPN AUX ADV ADJ ADP VERB NOUN NOUN PUNCT PROPN VERB ADP ADJ ADJ PUNCT NOUN NOUN PUNCT SCONJ PRON ADJ NOUN AUX PART VERB SYM PROPN PUNCT PROPN AUX VERB DET NOUN PUNCT X X,"Maryland is especially vulnerable to rising sea levels. Annapolis suffers from everyday high-tide floods. If our current administration does not recognize #ClimateChange, Maryland will pay the price. #ClimateChangeIsReal",other_relevant_information,HumAID
10,1,,0,,0,low,True,NOUN CCONJ NOUN ADP DET NOUN ADP SYM PROPN PUNCT,Thoughts and prayers to the people of #MexicoCity ὤFἿC,sympathy_and_support,HumAID
39,6,,0,,0,low,True,PRON AUX ADJ ADP NOUN PUNCT CCONJ ADV ADP PRON PUNCT VERB ADP DET DET NOUN ADP PROPN PROPN PUNCT NOUN PROPN VERB PRON PUNCT NOUN ADP NOUN PUNCT PRON AUX ADP PRON NOUN PUNCT SYM NOUN SYM NOUN,"We are open for business, and here for you! Praying for all the victims of Hurricane Florence! ὉAὉBὤFMay God bless you ! Prayers for recovery ! You are on our mind! #subway #subwaycares",sympathy_and_support,HumAID
42,1,,0,move,1,low,True,PROPN PROPN SYM PROPN PUNCT DET NOUN ADP SYM PROPN AUX AUX DET ADJ NOUN PART VERB NOUN PUNCT NOUN NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN CCONJ NOUN NOUN ADP NOUN SCONJ DET SYM PROPN NOUN NOUN AUX VERB ADP PUNCT,"@helchose Post #Dorian, the port at #Freeport may be the quickest way to move supplies, relief vessels, commercial vessels, naval vessels and cruise ships for accommodation if the #GrandBahamas island infrastructure is wiped out.",rescue_volunteering_or_donation_effort,HumAID
17,1,,0,,0,low,True,PROPN PROPN PROPN VERB NOUN NOUN NOUN SYM PROPN SYM PROPN SYM PROPN SYM PROPN SYM PROPN,Bronxs Little Italy launches earthquake relief fund #Italy #BronxLittleItaly #NYC #ItalyEarthquake #ArthurAvenue,rescue_volunteering_or_donation_effort,HumAID
12,2,,0,,0,low,True,NOUN NOUN PUNCT ADJ NOUN VERB NUM NOUN VERB ADP SYM NOUN,BREAKING UPDATE: Cuban government says 10 people killed by #HurricaneIrma-,injured_or_dead_people,HumAID
27,3,Waltham,1,,0,low,True,ADP NUM PROPN PROPN PUNCT PROPN X PROPN PROPN PUNCT PROPN X PROPN PROPN VERB VERB NOUN PUNCT PROPN PROPN ADV ADP PROPN PROPN PROPN CCONJ NOUN,"At 11:03 AM EDT, Waltham [Middlesex Co, MA] AMATEUR RADIO reports FLASH FLOOD. LEXINGTON STREET PRIOR TO RIVER FOREST FLOODED AND IMPASSABLE",not_humanitarian,HumAID
21,1,mexico,1,,0,low,True,PROPN AUX VERB ADP DET NOUN ADV ADV CCONJ PRON VERB ADV ADJ SCONJ PRON AUX PART VERB PRON NOUN PUNCT,mexico got hit by another earthquake once again and im so sad that i cant contact my family :((,sympathy_and_support,HumAID
12,1,Nebraska|in Nebraska,2,donate,1,low,True,PROPN PROPN PUNCT PROPN PROPN PROPN VERB ADP NOUN NOUN ADP PROPN,RT @FOX42KPTM: John Deere Dealers donate to agriculture producers in Nebraska,rescue_volunteering_or_donation_effort,HumAID
14,1,Kerala,1,help,1,medium,False,PROPN PROPN PUNCT NOUN AUX PRON NOUN PART VERB PROPN NOUN NOUN SYM NOUN,RT @ZoomTV: .@SunnyLeone does her bit to help Kerala flood victims #KeralaFloods,rescue_volunteering_or_donation_effort,HumAID
23,1,South|North to South,2,,0,low,False,PROPN PROPN ADJ NOUN VERB ADP PROPN ADP PROPN ADP SYM PROPN VERB NOUN NOUN ADP DET NOUN NOUN ADP DET PROPN PUNCT,Puravesi Athwela humanitarian train travelled from North to South of #SriLanka carrying relief goods for the flood victims in the South.,rescue_volunteering_or_donation_effort,HumAID
19,1,in Fort McMurray damages homes|Fort McMurray,2,,0,low,False,PROPN PROPN PUNCT PROPN PROPN PUNCT NOUN ADP PROPN PROPN NOUN NOUN PUNCT NOUN VERB VERB ADV PROPN PROPN,"RT @natnewswatch: CP NewsAlert: Explosion in Fort McMurray damages homes, fire destroys building | National Newswatch",infrastructure_and_utility_damage,HumAID
34,1,california,1,,0,low,True,VERB PRON ADP DET DET NOUN CCONJ NOUN VERB DET NOUN PUNCT VERB NOUN PUNCT NOUN CCONJ NOUN ADV ADP SYM PROPN PRON AUX PRON ADV ADV ADJ ADP PRON SYM ADJ SYM NOUN,"Thank you to all the women and men fighting the fires, saving lives, homes and animals here in #california We are all so #grateful for your #courageous #dedication",sympathy_and_support,HumAID
19,1,in Munnar River After Flood Waters Recede|Munnar River|Kerala|in Kerala,4,,0,low,True,NOUN ADP PROPN ADP PROPN PUNCT PROPN NOUN PUNCT VERB PROPN VERB ADP PROPN PROPN SCONJ PROPN NOUN PROPN,Hand of God in Kerala: Human Hand-shaped Rock Appears in Munnar River After Flood Waters Recede,other_relevant_information,HumAID
41,5,New York|in New York,2,help,1,medium,True,PRON VERB PROPN PROPN ADV ADP PROPN PROPN PUNCT VERB ADP CCONJ VERB PUNCT NOUN PUNCT X PUNCT AUX PRON VERB PRON PROPN PROPN ADV ADP NUM ADP PRON ADJ NOUN PUNCT INTJ PUNCT PUNCT PUNCT PUNCT X NOUN PUNCT PROPN,"It’s Primary Day here in New York. Go out and vote, people! @JeniferLewis! Can you help us New Yorkers out with one of your special tunes, please???? #getyourassoutandvote @ Jackson",not_humanitarian,HumAID
44,2,Southern Africa|in Mozambique and move from country to country|Mozambique,3,move,1,low,True,NOUN PROPN PROPN VERB DET NOUN ADP DET NOUN ADP PROPN PROPN VERB DET ADJ ADJ NOUN PRON AUX VERB ADP PROPN CCONJ VERB ADP NOUN ADP NOUN PUNCT PRON VERB PART VERB ADP PROPN NOUN ADP DET NOUN VERB ADP PROPN PROPN PUNCT,Prophet TB Joshua gave a warning to the nations of Southern Africa concerning an impending natural disaster which would start in Mozambique and move from country to country. We continue to pray for Gods intervention in the regions affected by Cyclone Idai.,sympathy_and_support,HumAID
28,3,Alabama,1,need|help,2,medium,True,PRON AUX ADJ SCONJ PROPN AUX VERB DET ADJ ADP SYM PROPN PUNCT CCONJ ADJ AUX PART CCONJ AUX VERB NOUN PUNCT ADP PRON ADJ NOUN PUNCT PUNCT,We are thankful that Alabama was spared the worst of #HurricaneIrma. But many were not and will need help. From our executive director: 👇,requests_or_urgent_needs,HumAID
18,1,,0,,0,low,False,ADJ NOUN VERB DET NOUN ADP NOUN NOUN SCONJ ADP PROPN PROPN SYM PROPN PROPN PROPN SYM PROPN,Tropical park had a lot of tree damage because of Hurricane Irma #miami #HurricaneIrma #HurricaneIrmaAftermath,infrastructure_and_utility_damage,HumAID
13,1,California,1,,0,low,False,PROPN PROPN VERB SYM NUM NUM ADP PROPN NOUN NOUN PUNCT NOUN NOUN,"Aaron Rodgers donates $1 million to California wildfire relief, recovery efforts",rescue_volunteering_or_donation_effort,HumAID
22,1,,0,help,1,medium,True,PROPN NUM PUNCT ADJ NOUN AUX ADV VERB PUNCT DET NOUN PUNCT DET NOUN SYM PROPN PROPN PROPN VERB NOUN ADV PUNCT,"RT @PuertoRicoPUR: Many roads are still blocked, no power, no water #HurricaneMaria PUERTO RICO NEEDS HELP NOW!",infrastructure_and_utility_damage,HumAID
17,3,Italy,1,,0,low,True,NUM NOUN VERB ADP DET NOUN PUNCT NOUN VERB ADP PROPN ADP PRON PUNCT SYM PROPN NUM,247 people died in the quake. Shaline pray to Italy with us? #PrayForItaly ἞E἟9,injured_or_dead_people,HumAID
25,3,Haiti,1,help,1,medium,True,PROPN PROPN PUNCT X VERB CCONJ VERB PRON PUNCT PROPN PROPN AUX VERB ADP NOUN DET NOUN PART VERB PROPN ADP ADJ NOUN PUNCT PROPN,RT @ams_syd: @SniprFire1 @MiaoReport and guess what? Clinton Fnd was asking for money this morning to help Haiti after yday hurricane. Unb,other_relevant_information,HumAID
18,2,,0,,0,low,False,ADV ADJ NUM NOUN AUX VERB ADP SYM PROPN PUNCT AUX PRON VERB DET NOUN ADV ADV PUNCT,At least 3 people have died from #Irma. Do you have no shame at all?,injured_or_dead_people,HumAID
14,1,,0,,0,low,True,PROPN PROPN PUNCT PROPN PROPN NUM PUNCT ADJ ADJ PROPN SYM PROPN SYM PROPN,RT @stop_trump_2020: Dementia Stage 6: Severe Cognitive Decline #Trump #Dorian,other_relevant_information,HumAID
18,2,,0,,0,low,True,PROPN PROPN PUNCT VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT VERB ADJ NOUN PUNCT,RT @harrisk1111: Praying for the peoples in the path of these hurricanes . Stay safe friends ὤF,sympathy_and_support,HumAID
4,1,,0,,0,low,False,VERB ADP PROPN PROPN,Praying for Marsh Harbour,sympathy_and_support,HumAID
27,3,,0,,0,medium,True,PROPN PROPN PUNCT PROPN NOUN VERB PROPN PROPN VERB PROPN PUNCT VERB DET NOUN ADP ADP DET PROPN NOUN ADV ADV PUNCT INTJ AUX PROPN PUNCT PUNCT,"RT @DJHOMEWRECKR: IM REALLY HOPING MIAMI DOESNT GET HIT! SENDING SOME THOUGHTS UP FOR ALL MY FRIENDS DOWN THERE, PLEASE BE PREPARED! :",other_relevant_information,HumAID
14,1,,0,,0,low,False,ADJ NOUN PUNCT NOUN NOUN VERB NOUN ADP DET NOUN SPACE SYM PROPN SYM NOUN,Greek wildfires: Satellite images show extent of the damage  #Greece #news,infrastructure_and_utility_damage,HumAID
41,4,,0,,0,medium,True,DET PROPN NOUN PROPN AUX ADV ADP NOUN ADP ADJ PROPN PUNCT PRON VERB SCONJ VERB NOUN ADP PART NUM NOUN AUX VERB ADP PRON NOUN ADP NUM NOUN PUNCT PROPN NOUN ADV ADP DET NOUN CCONJ VERB ADV PUNCT NOUN,A Tropical Storm Warning is now in effect for coastal @pbcgov. This means that sustained winds up to 73 mph are expected in our area within 36 hours. @WPTV map below of all watches and warning below. @BoyntonCtyMgr,caution_and_advice,HumAID
22,1,,0,,0,low,False,ADP PROPN PROPN VERB PART VERB NOUN PROPN AUX VERB PART VERB DET NOUN PUNCT VERB NOUN ADV ADV ADP NOUN PUNCT,"With Hurricane Dorian continuing to change paths Augusta is prepping to open a shelter, anticipating evacuees as soon as tomorrow.",displaced_people_and_evacuations,HumAID
29,2,mexico,1,please help|help,2,medium,True,PROPN AUX PRON INTJ VERB PRON VERB PUNCT PRON AUX VERB PROPN NOUN VERB PRON PART VERB NOUN ADP DET NOUN ADP PROPN CCONJ PRON AUX VERB DET NOUN,@raytoro can you please help me share? Ive got @gerardway tu sign this to help victims of the earthquake in mexico and Im doing a contest,requests_or_urgent_needs,HumAID
22,1,Zimbabwe,1,,0,low,True,PROPN VERB ADP SYM PROPN NOUN PART VERB NOUN NOUN ADP NOUN VERB ADP SYM PROPN ADP ADJ NOUN ADP PROPN PROPN,.@WFP_UNHAS arrived in #Zimbabwe today to fly relief items to people affected by #CycloneIdai in remote areasthanks to @euinzim fundingὄF,rescue_volunteering_or_donation_effort,HumAID
56,4,Camp Fire-death,1,,0,low,True,ADP NUM NOUN ADV VERB ADP PROPN PROPN PUNCT NOUN NOUN NUM PUNCT VERB ADV ADJ NOUN VERB ADP PRON NOUN CCONJ PROPN PUNCT NOUN PUNCT NOUN VERB ADP ADV ADV PROPN AUX VERB ADP PROPN CCONJ PROPN PUNCT NOUN PUNCT PRON NOUN VERB ADP NOUN ADV VERB CCONJ PROPN PUNCT PRON PRON VERB VERB NOUN,Over 1100 ppl still missing from Camp Fire-death toll 77. Heartbreaking so many ppl perished in their cars &amp; homes. Fire swept through so quickly ppl were overcome by smoke &amp; flames. My heart goes to families still searching &amp; those who lost loved onesὢ2Ὁ4,missing_or_found_people,HumAID
10,1,Ecuador,1,rescue,1,low,False,NOUN NOUN ADV ADP NOUN VERB ADP PROPN NOUN NOUN,Rescue efforts underway in areas affected by Ecuador earthquake►,rescue_volunteering_or_donation_effort,HumAID
34,2,Battle Creek|in Battle Creek,2,,0,low,True,NOUN AUX VERB ADP PROPN PROPN PUNCT NOUN ADV ADJ PROPN PROPN PROPN PROPN ADP DET ADJ NOUN PUNCT PROPN VERB NOUN VERB ADV PUNCT PRON AUX PART VERB ADV ADJ ADP PRON PUNCT,Goods have arrived in Battle Creek-thanks so much Frenchman Valley Coop @FVCoop for the generous assistance. Farmer owned cooperatives working together-it doesn’t get any better than that!,rescue_volunteering_or_donation_effort,HumAID
27,3,Houston,1,,0,low,True,PRON VERB ADP SYM PROPN PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN CCONJ NOUN PUNCT VERB SYM ADJ PROPN PROPN PUNCT VERB DET NOUN SYM VERB PUNCT,"Im in #Houston, dry, safe, with power and supplies. Feeling #grateful #HurricaneHarvey. Keeping a journal #amwriting.",not_humanitarian,HumAID
26,1,Avon Park|in Avon Park|Florida,3,,0,low,True,NOUN NOUN VERB NOUN ADP VERB NOUN NOUN CCONJ NOUN ADP PROPN PROPN PUNCT PROPN PUNCT ADP PROPN SCONJ PROPN PROPN PROPN VERB DET NOUN PUNCT,"Drone video shows miles of fallen power lines and poles in Avon Park, Florida, on Wednesday after Hurricane #Irma damaged the area.",infrastructure_and_utility_damage,HumAID
16,1,,0,,0,low,False,PROPN PROPN PUNCT VERB NOUN VERB PRON VERB ADP DET NOUN ADP PROPN VERB NOUN ADV,RT @kittlesruff: Updated track has it heading towards a lot of Florence damaged areas ὢ3,infrastructure_and_utility_damage,HumAID
13,2,,0,,0,low,True,ADV DET PROPN PROPN NOUN VERB ADP ADP SYM PROPN NOUN PUNCT VERB,Even the Ximex Mall dealers came through for #CycloneIdai victims! ὠ2ᾒ3ὄAἿC,rescue_volunteering_or_donation_effort,HumAID
27,2,in Irma|Irma,2,,0,low,False,ADV DET NOUN ADP DET NOUN AUX ADP NOUN ADP DET PROPN PROPN PROPN PUNCT NOUN ADP DET NOUN AUX DET NOUN VERB ADP PROPN SYM NOUN,Only the mast to this sailboat is above water in the St. Marys Marina. Posts in the water was a dock destroyed in Irma #FirstCoastStrong,infrastructure_and_utility_damage,HumAID
24,2,the Atlantic basin,1,,0,low,True,ADP NOUN ADP SYM PROPN PUNCT PROPN AUX VERB NUM ADJ NOUN ADP VERB NOUN ADP DET PROPN NOUN PUNCT NOUN PUNCT SPACE SYM NUM,"In addition to #Harvey, NHC is monitoring 2 other areas of disturbed weather over the Atlantic basin. Outlook:  #92L",other_relevant_information,HumAID
37,2,Missouri|Nebraska,2,,0,low,True,NOUN PROPN DET NOUN ADP NOUN ADP DET NOUN ADP DET NOUN NOUN PUNCT DET DET NOUN ADP PROPN CCONJ PROPN VERB PART VERB PROPN ADP DET PROPN PUNCT PROPN PROPN X PART VERB PUNCT ADJ PUNCT,"@AndyGipsonForMS @tomeubank Any forecast on weeks until the fall of the flood waters? All the water from Missouri and Nebraska has to pass Vicksburg for the Yazoo, Big Black etc to fall, right?",other_relevant_information,HumAID
29,2,,0,,0,medium,True,DET ADJ ADJ NOUN CCONJ ADV VERB ADP DET NOUN PUNCT ADP DET NOUN CCONJ NOUN ADP PROPN PROPN PROPN ADP NUM NOUN PART VERB PROPN CCONJ ADV VERB,The great spherical caryatid or famously known as the sphere. After the damage and rubble of World Trade Center during 9/11 attack na recover sya and now naka,not_humanitarian,HumAID
27,1,in Florida Keys|US|in US rises to|Florida,4,,0,low,True,PROPN NUM PUNCT NUM ADP PROPN PROPN NOUN NOUN ADP PROPN VERB ADP NUM PUNCT VERB NOUN ADP PROPN PROPN PUNCT PROPN PROPN VERB ADJ ADP NOUN,"September 12, 2017 at 03:57PM Irma death toll in US rises to 10; leaves devastation in Florida Keys - ABC News read more @ www.brightbeg",injured_or_dead_people,HumAID
30,2,Arrowtown|in Arrowtown,2,,0,medium,False,ADV VERB ADP PROPN PUNCT DET ADJ NOUN ADP PROPN ADP SYM NOUN PUNCT NOUN PUNCT PROPN NOUN PROPN NOUN ADJ SCONJ PRON AUX PART PRON PRON VERB PROPN PUNCT,"Now hailing in Arrowtown! A bad week for NZ with #eqnz, floods, gale force windsa bit unfair when it wasnt us who voted Trump!",other_relevant_information,HumAID
21,2,in The Carolinas|Carolinas,2,,0,low,True,ADP PRON NOUN ADP DET PROPN PUNCT AUX ADJ PUNCT PRON NOUN CCONJ NOUN AUX ADP PRON ADP PROPN NOUN PUNCT,"To our friends in The Carolinas. Be safe, our thoughts and prayers are with you as Florence approaches.",sympathy_and_support,HumAID
26,1,,0,donate,1,low,True,ADV ADP VERB ADP DET NOUN VERB NOUN PUNCT VERB ADP DET NOUN ADP DET ADJ NOUN PRON AUX VERB NOUN CCONJ VERB NOUN ADV ADJ,"Instead of complaining about the smoke affecting classes, donate to the victims of the actual wildfire that has killed hundreds and made hundreds more homeless",rescue_volunteering_or_donation_effort,HumAID
14,1,Assam|in Assam,2,,0,low,False,PROPN PROPN ADP PROPN ADP VERB PROPN PROPN PROPN ADP PROPN PROPN ADP PROPN,Baba Ramdev Under Scanner for Sending Expired Patanjali Goods to Flood Victims in Assam,other_relevant_information,HumAID
39,2,,0,,0,low,False,PROPN PROPN VERB PART AUX PROPN PROPN NUM ADP PROPN PROPN PUNCT AUX VERB PRON PROPN PROPN PROPN PROPN VERB PROPN PROPN ADP PROPN ADJ NOUN NOUN NOUN PUNCT VERB ADV PART VERB ADJ PUNCT SPACE SYM ADJ SYM NOUN,Hurricane Dorian Expected to be Cat. 4 with Florida Landfall - Be Prepared Our Hurricane Insurance Claims Lawyers provide Free Consultation for Hurricane Dorian property storm damage. Click here to stay informed:  #hurricanedorian #hurricanelawyer,infrastructure_and_utility_damage,HumAID
22,3,,0,,0,low,True,PROPN ADJ PRON VERB NOUN NOUN SCONJ NOUN VERB ADV ADP NOUN NOUN PUNCT PRON VERB NOUN VERB NOUN ADV PUNCT PROPN,@josh_briscoe @Ben_S_Harper There were forest fires when cavemen wondered around with fire sticks . I bet natives caused fires too! OMG,not_humanitarian,HumAID
27,2,San Jac River,1,,0,low,False,NOUN ADP VERB ADP NOUN ADP PRON PROPN NOUN PUNCT ADJ NOUN AUX VERB PUNCT PROPN PROPN PROPN AUX VERB ADP NOUN NOUN SYM NOUN SYM VERB,"Pics of flooding in front of my Channelview office. Whole fleet is flooded, San Jac River is rushing into ship channel #Harvey #houstonflood",other_relevant_information,HumAID
49,4,in Panamaram High School|Wayanad,2,urgent,1,medium,True,PART VERB DET ADJ NOUN ADP NOUN VERB ADP PROPN PROPN PROPN PUNCT PROPN NOUN PUNCT PROPN PROPN VERB NUM NOUN PART NOUN ADP DET NOUN PUNCT VERB ADP DET NOUN ADP PROPN PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT SYM PROPN NOUN PROPN SYM NOUN,"To meet the urgent requirement of children sheltered in Panamaram High School, Wayanad district, #RF provided 115 children’s diapers in the camp, based on the request of Camp Coordinator Ms Usha Kumara, Dist. Panchayat President. #KeralaFloodRescue #KeralaFloodRelief #RFForKerala",rescue_volunteering_or_donation_effort,HumAID
49,4,,0,help,1,medium,True,ADJ NOUN ADJ NOUN PUNCT PUNCT PUNCT VERB PRON DET DET ADJ NOUN CCONJ DET ADJ NOUN PUNCT CCONJ PART ADV PART VERB DET NOUN ADP SYM PROPN ADP PRON SYM PROPN PROPN NOUN CCONJ PROPN PUNCT VERB PRON ADP DET ADJ NOUN PUNCT SYM NOUN SYM NOUN NOUN,Good morning beautiful people!!! Wishing you all an amazing day and a wonderful weekend :) And to also to keep the victims of #HurricaneFlorence in ours #thoughtsandprayersὤF God help &amp; protect them through this devastating time. #worldwideblessingsὤFὉ9 #loveandpeace ὔA,sympathy_and_support,HumAID
23,1,in Northern Californias Camp Fire after officials announced,1,,0,low,True,PROPN PROPN PUNCT NOUN NOUN VERB ADP NUM ADP PROPN PROPN PROPN PROPN SCONJ NOUN VERB NUM ADJ NOUN AUX AUX VERB PUNCT,RT @bennydiego: Death toll jumps to 23 in Northern Californias Camp Fire after officials announced 14 more bodies have been recovered.,injured_or_dead_people,HumAID
12,2,Texas,1,,0,low,True,VERB ADV PUNCT NOUN ADP NOUN SCONJ PROPN PROPN VERB ADP PROPN,WATCH LIVE: Video of damage after Hurricane Harvey crashes into Texas,infrastructure_and_utility_damage,HumAID
36,4,Pakistan,1,,0,medium,True,NOUN ADP DET PROPN PROPN PUNCT INTJ PROPN PRON CCONJ VERB PRON PUNCT NOUN AUX PROPN VERB PRON ADP PRON ADJ ADP DET PROPN PUNCT PROPN PUNCT PUNCT PUNCT CCONJ SYM PROPN SYM PROPN SYM PROPN,"Request to All Myh Pakistanis, Please Recite It and Retweet It ! ὤFἿCὐ1 May Allah Keep All of Us Safe from This Torment (Ameen !). ᾓ2ἿCὉ4 #SuratAlZalzalah #Earthquake #Pakistan",other_relevant_information,HumAID
22,2,,0,help,1,medium,False,PROPN PROPN AUX VERB PROPN PROPN PROPN PUNCT PART VERB PUNCT INTJ VERB DET NOUN ADP PROPN PROPN PUNCT SPACE VERB PRON PUNCT,"Hurricane Maria has devastated Puerto Rico ἟5἟7. To help, please make a donation to Hispanic Federation:  Thank you.",rescue_volunteering_or_donation_effort,HumAID
42,2,in Northern Californias massive wildfire climbed to|Northern Californias|California,3,,0,low,True,DET NOUN NOUN ADP PROPN PROPN ADJ NOUN VERB ADP NUM PUNCT VERB PRON DET ADJ NOUN ADP DET NOUN ADP PROPN PUNCT SYM PROPN SYM PROPN SYM NOUN ADV AUX DET ADP PUNCT CCONJ PUNCT ADP NOUN ADP PROPN PROPN PUNCT,"The death toll in Northern Californias massive wildfire climbed to 29, making it the deadliest wildfire in the history of California. #CaliforniaFires #CampFire #wildfires Here are some before-and-after pictures from USA Today:",injured_or_dead_people,HumAID
14,1,Denver|Sale|Carolina,3,,0,medium,False,PROPN NOUN ADV PUNCT PROPN PUNCT PROPN PROPN PUNCT ADP PROPN PUNCT PROPN PUNCT,"Denver trends now: Boulder, Hurricane Maria, For Sale, Carolina.",other_relevant_information,HumAID
37,1,Nebraska|in Nebraska,2,,0,medium,True,PROPN PROPN PROPN PROPN VERB PRON NOUN PART VERB ADP SCONJ PRON CCONJ PROPN VERB DET ADJ NOUN VERB ADP NOUN NOUN CCONJ ADJ NOUN ADP PROPN NOUN VERB ADP PRON NOUN CCONJ ADV ADJ ADV PUNCT,.@buffalobills Offensive Lineman @Sirles71_HSKR joined us today to talk about how he and @slong_61 spent the past week helping out flood victims and first responders in Nebraska Ὡ1 Hear about their experience and much more here:,rescue_volunteering_or_donation_effort,HumAID
12,2,,0,,0,low,True,ADJ NOUN AUX VERB DET NOUN NOUN NOUN NOUN PUNCT SYM NOUN,Civil defence has issued this tsunami threat level map. #EQNZ,caution_and_advice,HumAID
23,1,Ecuador|Saturda|in Ecuador on Saturda,3,,0,low,True,NOUN VERB NOUN ADP PROPN NOUN PUNCT DET ADJ NUM PUNCT NOUN NOUN AUX VERB ADJ ADP NUM NOUN ADP PROPN ADP PROPN,Video shows intensity of Ecuador earthquake: A powerful 7.8-magnitude earthquake has killed more than 70 people in Ecuador on Saturda,injured_or_dead_people,HumAID
48,3,,0,help,1,medium,True,NOUN VERB NOUN INTJ VERB PART VERB PRON ADJ NOUN SYM NOUN CCONJ PRON NOUN VERB ADP SYM PROPN SYM PROPN SYM NOUN VERB PRON PUNCT CCONJ AUX PART VERB PRON ADJ SYM NOUN PUNCT PRON VERB ADP PRON PUNCT VERB PRON AUX ADV ADP PRON PUNCT PROPN,"@codeofvets Done ✅ Please remember to help your elderly friends/neighbors and their pets prepare for #HurricaneDorian #Elderly #Pets Thank you! And don’t forget our disabled #VETS - they fought for us, let’s be there for them! ἟A἟8",other_relevant_information,HumAID
22,2,Ecuador|Quebec|in Saturdays earthquake,3,,0,low,False,PROPN VERB VERB ADP PUNCT PUNCT DET PROPN NOUN ADJ NOUN ADP DET PROPN NOUN PUNCT NUM NOUN VERB ADP PROPN NOUN,Pascal cried get out!: A Quebec familys last moments before the Ecuador earthquake: Two Quebecers killed in Saturdays earthquake,injured_or_dead_people,HumAID
49,4,Florida|Bahamas,2,,0,medium,False,NUM NOUN NOUN ADP PROPN PROPN PUNCT DET NOUN AUX VERB ADV DET NOUN PUNCT ADV DET PROPN PROPN AUX ADP NOUN ADP DET PROPN PUNCT PRON ADV ADV PART VERB DET PROPN PROPN ADP PROPN SCONJ DET NOUN AUX PART VERB DET NOUN ADP PROPN PUNCT PROPN PUNCT,5 PM update on Hurricane Dorian. The track has shifted east a bit. Now a Hurricane Warning is in effect for the Bahamas. Its too soon to issue a Hurricane Watch for Florida because the storm will not approach the coast until Monday - Tuesday.,other_relevant_information,HumAID
26,2,,0,,0,medium,True,SYM PROPN PROPN NOUN PUNCT NOUN CCONJ NOUN AUX ADV NOUN PUNCT PRON AUX VERB NOUN PUNCT VERB VERB PROPN AUX VERB ADV ADV ADV PUNCT,"#Florence First responders, volunteers and reporters are truly heroes. I am watching @CNN, keep thinking @JohnBerman will wash away anytime now.",rescue_volunteering_or_donation_effort,HumAID
44,4,Hurricane Florence,1,emergency,1,medium,True,NOUN NOUN AUX VERB ADJ PUNCT ADJ CCONJ ADJ NOUN NOUN VERB ADP PROPN PROPN PUNCT NOUN AUX ADP ADJ NOUN ADP NOUN NOUN NOUN ADP PRON NOUN PUNCT SCONJ PRON VERB NOUN PUNCT NOUN AUX AUX VERB ADV CCONJ DET NOUN PUNCT PROPN,"District leaders are monitoring local, regional and national weather reports related to Hurricane Florence. Staff is in close contact with emergency management teams for our area. When there are updates, information will be posted here and @UCPS_MonroeNC website. @AGHoulihan",caution_and_advice,HumAID
7,1,,0,,0,medium,True,INTJ PROPN ADJ PRON SYM NOUN NOUN,Please Allah safe everyone #earthquake @SMQureshiPTI,sympathy_and_support,HumAID
21,2,the Bob Bowers Civic Center|in Port Arthur Wednesday morning|Port Arthur,3,,0,low,False,PRON AUX DET NOUN ADP DET NOUN ADP DET PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN NOUN PUNCT SYM NOUN,This was the scene in the shelter at the Bob Bowers Civic Center in Port Arthur Wednesday morning. #Harvey,other_relevant_information,HumAID
25,1,Harvey,1,,0,low,True,NOUN ADJ NOUN SCONJ PROPN AUX VERB ADP DET NOUN ADP ADV ADJ NOUN PUNCT DET NOUN AUX DET ADJ PART VERB DET NOUN PUNCT,"@BBCWorld Massive evacuation as Harvey is warned of the potential for very dramatic flooding, The storm is the strongest to hit the state.",displaced_people_and_evacuations,HumAID
11,1,in Hurricane Irma donations|Miami Beach,2,,0,low,False,PROPN PROPN PROPN PROPN PROPN VERB PROPN ADP PROPN PROPN NOUN,Miami Beach Commissioner Ricky Arriola leads Runners in Hurricane Irma donations,rescue_volunteering_or_donation_effort,HumAID
36,2,,0,,0,low,False,NUM PRON ADJ NOUN AUX VERB DET NOUN ADP NOUN NOUN ADP NOUN ADP SYM PROPN ADP VERB ADJ NOUN ADP DET ADJ PUNCT PRON ADJ NOUN NOUN PROPN PROPN NOUN VERB PRON AUX ADV VERB,1/2 Its sad @mdczimbabwe are politicising the distribution of relief items for victims of #CycloneIdai by issuing political statemetnts to the affected. Their covert mouth piece @PacheduZW twitter frenzy discrediting everything is very saddening,rescue_volunteering_or_donation_effort,HumAID
