text,disaster_type,location_patterns,action_patterns,dep_patterns,has_location,has_action
"⚡️#Moments: #Tennessee #TruckDriver rescued 64 #shelter #animals on #SchoolBus during #HurricaneFlorence Last week #TonyAlsup #rescued 53 #dogs 11 #cats from #SouthCarolina #shelters expected to be affected by #Hurricane #Florence, drove then to #Alabama",rescue_volunteering_or_donation_effort,,,ROOT_VERB:rescued|PREP(on)+POBJ(SchoolBus)|PREP(during)+POBJ(HurricaneFlorence)|PREP(from)+POBJ(shelters)|PREP(to)+POBJ(Alabama),False,False
New Earthquake Shakes Mexico City as Death Toll Climbs to 305  #news,injured_or_dead_people,LOC_NOUN|PROPN+LOC_NOUN,,ROOT_VERB:Shakes|NER_LOC:Mexico|NER_LOC:City,True,False
Joined by @bhensonweather of @wunderground to discuss weather conditions surrounding the Fort McMurray wildfire #ymmfire #FortMacFire,other_relevant_information,,,ROOT_VERB:Joined|NER_LOC:Fort|NER_LOC:McMurray,False,False
Donate to help bring relief to victims of Irma &amp; Harvey Hurricanes. #irma #harvey #hurricanerelief,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:Donate|PREP(of)+POBJ(Irma),False,True
"One plane with Hurricane Maria evacuees lands in Shreveport, more to come",displaced_people_and_evacuations,PREP+PROPN,,PREP(with)+POBJ(evacuees)|ROOT_VERB:lands|PREP(in)+POBJ(Shreveport)|NER_LOC:Shreveport,True,False
"DONATE NOW: There is a rush to get supplies to areas hit hardest by #HurricaneFlorence, that includes blood. About 170 blood drives were cancelled due to the storm. Find out how you can help ➡️",rescue_volunteering_or_donation_effort,,URGENCY_ADVERB|ACTION_VERB,ROOT_VERB:is|PREP(to)+POBJ(areas)|ROOT_VERB:cancelled|ROOT_VERB:Find,False,True
@CoralSpringsFL Will the city be providing flood barriers or sandbags to protect our homes against flooding?,other_relevant_information,LOC_NOUN|PROPN+LOC_NOUN,,ROOT_VERB:providing|PREP(against)+POBJ(flooding),True,False
Damage Repair Resulting From #HurricaneHarvey Projected At $160 Billion  by @MaryScottNabers @myspi,other_relevant_information,,,PREP(From)+POBJ(HurricaneHarvey)|ROOT_VERB:Projected|PREP(At)+POBJ(Billion),False,False
"Right, Ivanka, why didnt you get daddy to help the people in disaster areas instead of ranting about NFL? Too bad youre not helping.",not_humanitarian,PREP+PROPN,ACTION_VERB,PREP(in)+POBJ(areas)|PREP(about)+POBJ(NFL)|ROOT_VERB:helping,True,True
RT @FOXNashville: NASA has released footage of Hurricane Dorian as it moved over the Atlantic Ocean on Sunday.  http,other_relevant_information,,,ROOT_VERB:released|PREP(of)+POBJ(Dorian)|PREP(over)+POBJ(Ocean)|NER_LOC:the|NER_LOC:Atlantic,False,False
Scarce fuel and electricity. Erratic food delivery. Destroyed schools. A Caribbean island starts over after Irma.,infrastructure_and_utility_damage,,,NER_LOC:Caribbean|ROOT_VERB:starts,False,False
There was obviously supposed to be an evacuation in the #Bahamas. #HurricaneDorian2019 #HurricaneDorian,displaced_people_and_evacuations,PREP+PROPN,,ROOT_VERB:supposed|PREP(in)+POBJ(Bahamas)|ROOT_VERB:HurricaneDorian2019,True,False
I have been to the Bahamas dozens of times. The people there are the absolute loveliest. Theyve welcomed the whole world to find respite on their shores. Say a prayer for them tonight. The damage that Hurricane Dorian has caused is heartbreaking. #PrayForTheBahamas,sympathy_and_support,,,NER_LOC:Bahamas|PREP(of)+POBJ(times)|ROOT_VERB:welcomed|PREP(on)+POBJ(shores)|ROOT_VERB:Say,False,False
RT @mtfarnsworth: Americans in Puerto Rico are without power and without supplies.,other_relevant_information,PREP+PROPN,,NER_LOC:Puerto|NER_LOC:Rico,True,False
#earthquake. 22 people lost life including an army soldier while 160 people got injured. Three communication bridges near Jatlan damaged. Road Jatlan-Mangla settled at multiple locations rendering it unusable. No damage to Mangla Dam reported. #ISPR #Pakistan #Mirpur #Kashmir,injured_or_dead_people,PREP+PROPN|LOC_NOUN,VICTIM_STATE,ROOT_VERB:lost|PREP(including)+POBJ(soldier)|PREP(near)+POBJ(Jatlan)|NER_LOC:Jatlan|ROOT_VERB:damaged,True,True
"RT @VeraMBergen: At least 71 people have died, more than 1,000 others are missing, and more than 12,200 structures have burned down",injured_or_dead_people,PREP+PROPN,VICTIM_STATE,ROOT_VERB:missing,True,True
Good advice from Rick Wilson #Floridians #HurricaneDorian,caution_and_advice,PREP+PROPN,,PREP(from)+POBJ(Wilson),True,False
We all want to help those who have suffered in a disaster. Heres how to do it best:  #HurricaneIrma,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:want|PREP(in)+POBJ(disaster),True,True
"Where to Donate for Hurricanes Harvey, Irma &amp; Maria /Earthquake Relief - StudentWebCafe  via @studentwebcafe",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:Donate|PREP(for)+POBJ(Harvey)|PREP(via)+POBJ(@studentwebcafe),False,True
Excellent use of the @abcnews before-after sliders to show the extent of the damage caused in Paradise by the recent #CampFire in California. Fine work by @cristentilley and @tim_leslie,infrastructure_and_utility_damage,PREP+PROPN,,PREP(of)+POBJ(@abcnews)|PREP(of)+POBJ(damage)|PREP(in)+POBJ(Paradise)|NER_LOC:Paradise|NER_LOC:California,True,False
"Home repair supplies after Irma. 🏠 (@ The @HomeDepot in North Miami Beach, FL)",other_relevant_information,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,PREP(after)+POBJ(Irma)|NER_LOC:Irma|PREP(in)+POBJ(Beach)|NER_LOC:North|NER_LOC:Miami,True,False
Seeing the sun burst through the flooding is a very welcome sign. #Harvey #KHOU11 @khou,other_relevant_information,,,PREP(through)+POBJ(flooding),False,False
"People say to pray for Haiti/Jamaica because of Hurricane Matthew, but they get hit every year so all this praying aint even working. #js",sympathy_and_support,,,ROOT_VERB:say|PREP(for)+POBJ(Jamaica)|NER_LOC:Haiti|NER_LOC:Jamaica|PREP(because)+POBJ(Matthew),False,False
Roads along Peringalkuthu dam gets damaged  #KeralaFloods2018,infrastructure_and_utility_damage,,,PREP(along)+POBJ(dam)|ROOT_VERB:damaged,False,False
Our teams are now on the ground in Greece where wildfires have killed at least 60 people. Follow @marklowen @jreybbc @GavinLeeBBC @KallergisK @kkoukoumakas @julianmig for latest,injured_or_dead_people,PREP+PROPN,URGENCY_ADVERB,NER_LOC:Greece|ROOT_VERB:Follow|PREP(for)+POBJ(latest),True,True
There is no night so long that it prevents the sun from rising. #earthquake #terremoto #ItalyEarthquake #PrayForItaly,sympathy_and_support,PREP+PROPN,,ROOT_VERB:is,True,False
MFR is responding to help those flooded by #HurricaneHarvey. Help support search and rescue + recovery efforts:,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:responding|ROOT_VERB:Help,False,True
"RT nytimes: Even in a state hardened to the ravages of wildfires, the infernos that raged at both ends of California on Friday were overpowering.",other_relevant_information,PREP+PROPN,,ROOT_VERB:nytimes|PREP(in)+POBJ(state)|PREP(to)+POBJ(ravages)|PREP(of)+POBJ(wildfires)|PREP(at)+POBJ(ends),True,False
"RT @EnriqueSoto8: Dear friends, I started a fundraiser to help patients with cancer affected by Mexicos earthquake, anything helps! :",rescue_volunteering_or_donation_effort,,ACTION_VERB,PREP(with)+POBJ(cancer)|ROOT_VERB:helps,False,True
"@AlanSims3 @JuddLegum i volunteered to create survival kits for people affected by the mexico earthquake and trust me, that’s nothing, not even close to enough",rescue_volunteering_or_donation_effort,,,ROOT_VERB:volunteered|PREP(for)+POBJ(people)|NER_LOC:mexico,False,False
"Hurricane Maria has devastated Puerto Rico ἟5἟7. To help, please make a donation to Hispanic Federation:  Thank you.",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:devastated|PREP(to)+POBJ(Federation)|ROOT_VERB:Thank,False,True
"@GodsPitCrew, who we partnered with heavily after Hurricane Harvey, is on site in Maryland to provide much-needed relief and supplies! Continue to pray for the communities impacted by this recent flooding. #HandOfHope #GiveHope #ShareChristLovePeople",rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(after)+POBJ(Harvey)|PREP(in)+POBJ(Maryland)|NER_LOC:Maryland|ROOT_VERB:Continue|PREP(for)+POBJ(communities),True,False
Incredible photos of the damage caused by this mornings 7.5 earthquake,infrastructure_and_utility_damage,,,PREP(of)+POBJ(damage),False,False
"#DSTRDamage I, #infrastructure - dams, bridges &amp; roads Destr",other_relevant_information,,,,False,False
RT @PDChina: Update: Italian Premier Matteo Renzi says death toll from #ItalyEarthquake rises to 120.,injured_or_dead_people,,,ROOT_VERB:says|PREP(from)+POBJ(ItalyEarthquake)|PREP(to)+POBJ(120),False,False
RT @EnigmaticUma: We r donating free service in hospital n Defence .. i mean our family .. i m lil sick dr advised rest n healthy food http,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:donating|PREP(in)+POBJ(Defence)|ROOT_VERB:mean|ROOT_VERB:m,True,False
"From everyone at Silver Lining Catering , please sta safe. We wish everyone a safe time during Hurricane Dorian. Please lend a helping hand to anyone in need. If you can lend extra water, food, and supplies please do. In horrific times like this, we will always stand strong!",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(From)+POBJ(everyone)|NER_LOC:Silver|NER_LOC:Lining|NER_LOC:Catering|ROOT_VERB:sta,True,True
This is video of the destructive power of #HurricaneDorian. It leaves you speechless. We need to come up with a plan to reconstruct these islands. #HurricaneDorian #damage #AbacoIsland #Epic,infrastructure_and_utility_damage,,ACTION_VERB,PREP(of)+POBJ(power)|PREP(of)+POBJ(HurricaneDorian)|ROOT_VERB:leaves|ROOT_VERB:need|PREP(with)+POBJ(plan),False,True
"#Medicare recipients still displaced by Hurrican #Irma, check out these tips on getting healthcare.",displaced_people_and_evacuations,,,ROOT_VERB:check,False,False
Minute by minute: Texas cities start assessing Hurricane #Harvey damage:  Complete coverage on Channel 2 at 6 a.m.,infrastructure_and_utility_damage,,,NER_LOC:Texas|ROOT_VERB:start|PREP(on)+POBJ(Channel)|PREP(at)+POBJ(6),False,False
".@HEB may be limiting purchases of water, but theres no limit on @rentschbrewery beer! #HurricaneHarvey",not_humanitarian,,,ROOT_VERB:limiting|PREP(of)+POBJ(water)|PREP(on)+POBJ(beer),False,False
Virginia based relief group heads to Puerto Rico in aftermath of Hurricane Maria -,rescue_volunteering_or_donation_effort,PREP+PROPN,,NER_LOC:Virginia|PREP(to)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico|PREP(in)+POBJ(aftermath),True,False
"Hurricane Dorian is now a Category 5 and the Millions of People are being affected. Please consider donating to the Red Cross @ ; Also please stand in prayer for law enforcement, fire department and everyone assisting during this time.",rescue_volunteering_or_donation_effort,PREP+PROPN,URGENCY_ADVERB,ROOT_VERB:consider|PREP(to)+POBJ(Cross)|PREP(in)+POBJ(prayer)|PREP(for)+POBJ(enforcement)|PREP(during)+POBJ(time),True,True
Thousands of prisoners evacuated as flood waters rise during Harvey,displaced_people_and_evacuations,,,PREP(of)+POBJ(prisoners)|PREP(during)+POBJ(Harvey)|NER_LOC:Harvey,False,False
My little support for the victims of flood in Kerala. Kindly mark your support for Kerala. #KeralaFloodRelief #KeralaFloods #Kerala #KeralaReliefFund #KeralaFloodRescue,rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(for)+POBJ(victims)|PREP(of)+POBJ(flood)|PREP(in)+POBJ(Kerala)|NER_LOC:Kerala|ROOT_VERB:mark,True,False
These amazing folks drove down from Kentucky w/ a truck loaded full of supplies for those impacted by #hurricaneirma #HurricaneIrmaRecovery,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:drove|PREP(from)+POBJ(w/)|NER_LOC:Kentucky|PREP(for)+POBJ(those),True,False
"RT @ERICSORENSEN: NWS Doppler radar in Puerto Rico, destroyed when Hurricane Maria came ashore. (On right: NWS Quad Cities Doppler.) :",infrastructure_and_utility_damage,PREP+PROPN,,PREP(in)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico,True,False
Whom u r fooling Mr. @ShashiTharoor ? Reality is Kerala floods came as blessing4 u. One more chance 2travel by first class &amp; stay at 7star hotels at d cost of tax payers who r 5 feet under the water. Enjoy extravagant dinners with those who have already promised help y phone.,not_humanitarian,PREP+PROPN,ACTION_VERB,ROOT_VERB:fooling|NER_LOC:Kerala|PREP(as)+POBJ(chance)|PREP(by)+POBJ(class)|PREP(at)+POBJ(hotels),True,True
some pictures of our broken roads! What a mess :-/,infrastructure_and_utility_damage,,,PREP(of)+POBJ(roads),False,False
"RT @MavaEnoka: In terrible news, the baby seal nursery near Kaikoura is gone. Completely destroyed. ὡ4 #eqnz",infrastructure_and_utility_damage,PREP+PROPN,,PREP(In)+POBJ(news)|PREP(near)+POBJ(Kaikoura)|NER_LOC:Kaikoura|ROOT_VERB:gone|ROOT_VERB:destroyed,True,False
#NorwegianSky deploying to St. Thomas to assist in humanitarian efforts coordinated by local gov. Full #Irma update:,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(to)+POBJ(Thomas)|NER_LOC:St.|NER_LOC:Thomas|PREP(in)+POBJ(efforts),True,True
Rainy days cant stop you from getting your favorite local diner food! Beachdiner_ppb is on Doordash! Check it out! #eatatbeachdiner #eatlocal #shoplocal #eat #fresh #delivery #deals,not_humanitarian,PREP+PROPN,,ROOT_VERB:stop|ROOT_VERB:Check|ROOT_VERB:eat,True,False
"Now hailing in Arrowtown! A bad week for NZ with #eqnz, floods, gale force windsa bit unfair when it wasnt us who voted Trump!",other_relevant_information,PREP+PROPN,URGENCY_ADVERB,ROOT_VERB:hailing|PREP(in)+POBJ(Arrowtown)|NER_LOC:Arrowtown|PREP(for)+POBJ(NZ)|PREP(with)+POBJ(eqnz),True,True
"RT @MsJackie109: Atlanta Motor Speedway has opened their facilities to all Hurricane Dorian evacuees, ὄFὄFὄFἼ1",rescue_volunteering_or_donation_effort,,,ROOT_VERB:opened|PREP(to)+POBJ(evacuees),False,False
Were encouraging our Houston hosts to open their homes to those affected by #HurricaneHarvey.,other_relevant_information,,,ROOT_VERB:encouraging|NER_LOC:Houston|PREP(to)+POBJ(those),False,False
TO ALL COLLEGE STUDENTS: If #HurricaneFlorence is bad in the days following the storm Emergency Food Stamps will be available. You DO NOT already have to be receiving Food Stamps to be eligible. RT to help a student #fsu #uncp #uncw #nccu #ncat #uncg #ecu #wssu,other_relevant_information,PREP+PROPN,DISTRESS_SIGNAL|ACTION_VERB,ROOT_VERB:have,True,True
Incredible rapid intensification! Shows how self organization works. Once convection spun up into closed bands the inner storm is insulated from stabilizing dry air. Need to look at deeper layers of water because surface anoms only ~+1.. suspect deep warmth driving this beast,other_relevant_information,PREP+PROPN,ACTION_VERB,ROOT_VERB:Shows|ROOT_VERB:spun|PREP(into)+POBJ(bands)|ROOT_VERB:Need|PREP(at)+POBJ(layers),True,True
"Were happy to support crypto donations for a good cause by @NeedsList4Good, in collaboration with @MakerDAO &amp; #ProjectBiFrost. Donate crypto today using the Donate with #Dai plugin, powered by Request! #HurricaneFlorence #tech4good #crypto4good",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(for)+POBJ(cause)|PREP(by)+POBJ(@NeedsList4Good)|NER_LOC:@NeedsList4Good|PREP(with)+POBJ(@MakerDAO)|ROOT_VERB:Donate,True,True
"Video shows the Chevron Phillips plant in Baytown, Texas underwater in the midst of historic #Harvey flooding.",infrastructure_and_utility_damage,PREP+PROPN,,ROOT_VERB:shows|PREP(in)+POBJ(Baytown)|NER_LOC:Baytown|NER_LOC:Texas|PREP(in)+POBJ(midst),True,False
Mike McCarthy says he and Aaron Rodgers have been in communication about the California fires since they’ve happened.,other_relevant_information,PREP+PROPN,,ROOT_VERB:says|PREP(about)+POBJ(fires)|NER_LOC:California,True,False
"You are an inspiration to manyAt such an young age you have got such good thoughts, which are literally vanished in many#LittleChamp #KeralaFloodRelief",sympathy_and_support,PREP+PROPN,,PREP(to)+POBJ(manyAt)|PREP(in)+POBJ(KeralaFloodRelief)|NER_LOC:many#LittleChamp,True,False
"19 dead, more than 300 wounded as powerful #earthquake hits .. but some people are still making tabdeelii as high..shame on that smiling face ..ὡ0",injured_or_dead_people,,,PREP(as)+POBJ(hits)|PREP(as)+POBJ(shame)|PREP(on)+POBJ(face),False,False
The death toll from Cyclone Idai is now at least 761 people across Southern Africa. - 446 killed in Mozambique - 259 dead in Zimbabwe - 56 killed in Malawi Mozambique officials now worry that diseases like cholera will emerge from camps where 228k displaced people are staying.,injured_or_dead_people,PREP+PROPN,URGENCY_ADVERB,PREP(from)+POBJ(Idai)|PREP(across)+POBJ(Africa)|NER_LOC:Southern|NER_LOC:Africa|PREP(in)+POBJ(dead),True,True
What do you make of Trump donating 1 million to Harvey relief efforts? Retweet and tweet me your opinions. #MAGA #Trump #HurricaneHarvey,rescue_volunteering_or_donation_effort,,,ROOT_VERB:make|PREP(to)+POBJ(efforts)|NER_LOC:Harvey|ROOT_VERB:Retweet,False,False
"Real life superheroes: #Israel is consistently amongst the first responders around the world in the face of tragedy. Following the devastating floods in #India, Israel is providing support. First truck carrying products &amp; supplies for the people of #Kerala. #KeralaFloodRelief",rescue_volunteering_or_donation_effort,PREP+PROPN,,NER_LOC:Israel|PREP(around)+POBJ(world)|PREP(in)+POBJ(face)|PREP(of)+POBJ(tragedy)|PREP(Following)+POBJ(floods),True,False
"Asia and Australia Edition: California Fires, D.I.Y. Drugs, Alibaba: Your Monday Briefing  - NYT",other_relevant_information,,,NER_LOC:Asia|NER_LOC:Australia,False,False
One of the precarious parts of the road to Skyline in Chimanimani that response teams have to negotiate to get the much need aid to affected children and their families. #CycloneIdai photo: Save the Children,other_relevant_information,PREP+PROPN|LOC_NOUN,ACTION_VERB,PREP(of)+POBJ(road)|PREP(to)+POBJ(Skyline)|NER_LOC:Chimanimani|PREP(to)+POBJ(children),True,True
"This is the crucial turn I need Dorian to make, and I need it done somewhere over water. Otherwise this buggers gonna dropkick us in Charleston with a running start.",not_humanitarian,PREP+PROPN,ACTION_VERB,PREP(over)+POBJ(water)|ROOT_VERB:gon|PREP(in)+POBJ(Charleston)|NER_LOC:Charleston|PREP(with)+POBJ(start),True,True
Anxious residents begin returning to the battered Florida Keys after Irma   CNN,not_humanitarian,,,ROOT_VERB:begin|PREP(to)+POBJ(Keys),False,False
Wildfire evacuation lifted,displaced_people_and_evacuations,,,ROOT_VERB:lifted,False,False
a place of worship should always be a place for shelter for those in need. god would open his doors if he truly lived there.. js 🤷🏽‍♀️,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(of)+POBJ(worship)|PREP(for)+POBJ(shelter)|PREP(for)+POBJ(those)|ROOT_VERB:open,True,True
Storm Surge flooding from #Irma (top: Austin Bond) 3 feet lower than with #Matthew (bottom: Victoria Barlow). #scwx,other_relevant_information,,,PREP(from)+POBJ(Irma),False,False
"Albert J. Ellis Airport which has been open for emergency flights will now resume limited commercial flights starting Tuesday. Please check with your airlines website for your flights status. @flyOAJ, @Delta and @AmericanAir appreciate your patience as we recover from #Florence",rescue_volunteering_or_donation_effort,,DISTRESS_SIGNAL|URGENCY_ADVERB,ROOT_VERB:resume|ROOT_VERB:check|PREP(with)+POBJ(website)|PREP(for)+POBJ(status)|NER_LOC:@Delta,False,True
@HockeyRobThough Day of relief in SFla-avoided the twin disasters of Dorian and losing Tunsil!,not_humanitarian,PREP+PROPN,,ROOT_VERB:avoided|PREP(of)+POBJ(Dorian),True,False
"Managing flood damage: Once its safe to re-enter your home, prioritize these 5 projects #HarveyFlood",infrastructure_and_utility_damage,,,ROOT_VERB:prioritize,False,False
RT @lbcbreaking: New Zealand government has issued a Tsunami alert for the entire east coast following an earthquake.,caution_and_advice,LOC_NOUN|PROPN+LOC_NOUN,,NER_LOC:New|NER_LOC:Zealand|ROOT_VERB:issued|NER_LOC:Tsunami|PREP(for)+POBJ(coast),True,False
"In adlux conv centre food n water is available.but no1 approached till nw .plz pass it to all rescue camps near by Adlux Convention Center Angamaly, Cable Junction, Ernakulam,National Highway 47, Karukutty, 683576 04842612527  #KeralaFloods",rescue_volunteering_or_donation_effort,PREP+PROPN|LOC_NOUN,ACTION_VERB,ROOT_VERB:approached|PREP(till)+POBJ(nw)|ROOT_VERB:pass|PREP(to)+POBJ(camps)|NER_LOC:Ernakulam,True,True
That was a massive earthquake. Apparently Mirpur AJK and Srinagar IOK felt it as well as Islamabad. Good to remind ourselves that nature is indifferent to human boundaries. May Almighty Allah keep everyone save and sound. Ameen #earthquake,sympathy_and_support,,ACTION_VERB,ROOT_VERB:felt|NER_LOC:Islamabad|ROOT_VERB:keep,False,True
RT @EntDC: .@SrBachchan donates Rs 51 lakhs and his personal belongings to #KeralaFloodReliefFund,rescue_volunteering_or_donation_effort,,,ROOT_VERB:donates|PREP(to)+POBJ(KeralaFloodReliefFund),False,False
RT @1000Days: There will be no food in #PuertoRico - #HurricaneMaria wipes out 80% of the crop value in the country,other_relevant_information,PREP+PROPN,,PREP(of)+POBJ(value)|PREP(in)+POBJ(country),True,False
"HURRICANE DORIAN SUPPORT: Hi-Line is available 24/7/365 for Emergency, Storm, or Rush Support. Contact Hi-Line at 800-323-6606 - all calls and VM messages will be responded to by our after-hours support team. #HiLine #HurricaneDorian #Support",caution_and_advice,,DISTRESS_SIGNAL,PREP(for)+POBJ(Emergency)|ROOT_VERB:responded,False,True
Dear Ashu @muglikar_ Please Help my State #KeralaFloods we need your support now to overcome the challenges and to stand on our own legs #KeralaFloodRelief,sympathy_and_support,,URGENCY_ADVERB|PLEA_PATTERN|ACTION_VERB,ROOT_VERB:Help|PREP(on)+POBJ(legs),False,True
@motel6 And I am sure that you will extend free housing to any earthquake evacuees who are in need?,displaced_people_and_evacuations,PREP+PROPN,ACTION_VERB,PREP(to)+POBJ(evacuees),True,True
"@Comey It’s Sunday morning. Instead of wishing your condolences to the victims of the shootin and Dorian, you waste time tweeting about someone who has your number and pulled the rug out from under you. You are a traitor, and history will not be kind to you.",not_humanitarian,PREP+PROPN,,PREP(to)+POBJ(victims)|PREP(of)+POBJ(shootin)|ROOT_VERB:waste|PREP(about)+POBJ(someone),True,False
"Everyone is talking about Kerala Floods, but do you know how all this happened? Read Here:  #KeralaFloods #PrayForKerala",other_relevant_information,,,ROOT_VERB:talking|PREP(about)+POBJ(Floods)|ROOT_VERB:Read,False,False
"The official death toll from Cyclone Idai, which tore through southern Africa more than a week ago, rose sharply on Saturday as authorities reported scores more deaths. According to BBC, the",injured_or_dead_people,PREP+PROPN,,PREP(from)+POBJ(Idai)|PREP(through)+POBJ(Africa)|NER_LOC:Africa|ROOT_VERB:rose|PREP(on)+POBJ(Saturday),True,False
@CNN the child welfare system in FL Keys is @whfsmonroe &amp; they need our help:,requests_or_urgent_needs,PREP+PROPN,ACTION_VERB,PREP(in)+POBJ(Keys)|ROOT_VERB:need,True,True
Relief Fund for Animals of #PuertoRico; .. #AnimalWelfare #AnimalRescue #HurricaneMaria #HurricaneIrma #Humanity,rescue_volunteering_or_donation_effort,,,,False,False
"Whether its Hurricane Harvey or Irma, UPS is providing financial and technical relief to distressed areas:",rescue_volunteering_or_donation_effort,,,ROOT_VERB:providing|PREP(to)+POBJ(areas),False,False
#Matthew Dont give Hillary any money for hurricane relief. She will steal that money too. #Haiti,not_humanitarian,,,ROOT_VERB:give|PREP(for)+POBJ(relief)|ROOT_VERB:steal|NER_LOC:Haiti,False,False
"I have no bottles of water or batteries, and my fridge is full of perishable food, I just can’t get ready ᾓ7ἿD‍♀️. I give up ὢB. Atp I’m just gon be off to see the Wizard ὄBἿD #HurricaneFlorence",not_humanitarian,,,ROOT_VERB:have|PREP(of)+POBJ(water)|ROOT_VERB:give,False,False
"While Florida is down south, people here in Northern Michigan are doing what they can to help those affected by Hurricane Dorian.",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,NER_LOC:Florida|NER_LOC:Northern|NER_LOC:Michigan|ROOT_VERB:doing,True,True
"We are preparing for #HurricaneFlorence, we urge all residents to do the same! First thing, sign up for Cumberland Alerts at . Be sure to follow the county here on twitter &amp; at  We will be posting important prep advice &amp; updates.",caution_and_advice,PREP+PROPN,,PREP(for)+POBJ(HurricaneFlorence)|ROOT_VERB:urge|ROOT_VERB:sign|PREP(for)+POBJ(Alerts)|PREP(on)+POBJ(twitter),True,False
RT @woodywhitehurst: What an outstanding move by Mackensie,not_humanitarian,,ACTION_VERB,PREP(by)+POBJ(Mackensie),False,True
"PREPARING FOR #DORIAN: - 13,000 FPL crews ready to restore power after hurricane passes; more crews from other states coming in to assist - 2,500 National Guard members activated; 1,500 on standby - 819,000 gallons of water, 1.8 million meals ready to distribute",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(FOR)+POBJ(DORIAN)|PREP(after)+POBJ(passes)|PREP(from)+POBJ(states)|ROOT_VERB:activated|PREP(of)+POBJ(water),True,True
Apple is collecting donations for Harvey storm relief relief through iTunes,rescue_volunteering_or_donation_effort,,,ROOT_VERB:collecting|PREP(for)+POBJ(relief)|PREP(through)+POBJ(iTunes),False,False
RT @LexiWhite27: Please share and donate if you can:   #family #HurricaneMaria #HurricaneIrma #PuertoRico #gofundme,rescue_volunteering_or_donation_effort,,ACTION_VERB,,False,True
Thunderstorms with heavy rain on MVY #Boston25Storms,caution_and_advice,,,PREP(with)+POBJ(rain)|PREP(on)+POBJ(Boston25Storms),False,False
@ShingiMunyeza Already advising ED Gvt for excuses to cover up failure. Our fuel in Zim was coming by road not pipeline which is affected by cyclone. Feruka in Mutare that links pipeline from Mozambique stopped working ages back. So dont use pipeline excuse it was already not working.,other_relevant_information,PREP+PROPN|LOC_NOUN,,ROOT_VERB:advising|PREP(for)+POBJ(excuses)|PREP(in)+POBJ(Zim)|NER_LOC:Zim|ROOT_VERB:coming,True,False
Learn more about how you can help those affected by #hurricaneirma this month at the @RedCross:,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:Learn|PREP(at)+POBJ(@RedCross),True,True
Before and after satellite photos show destruction left behind by Hurricane Irma,infrastructure_and_utility_damage,,,ROOT_VERB:show,False,False
#KeralaFloods case: Supreme Court orders to maintain water level at 139.99 feet in Mullaperiyar Dam till August 31.,caution_and_advice,PREP+PROPN,,PREP(at)+POBJ(feet)|PREP(in)+POBJ(Dam)|NER_LOC:Mullaperiyar|NER_LOC:Dam|PREP(till)+POBJ(August),True,False
"As of 5 pm, Hurricane Dorian still has maximum sustained winds of 150 mph. We are watching two other areas for possible development later this week: one in the eastern Atlantic and the other in the southern Gulf of Mexico. #FLwx #FloridaKeys #KeyWest",other_relevant_information,PREP+PROPN,,ROOT_VERB:has|PREP(of)+POBJ(mph)|ROOT_VERB:watching|PREP(for)+POBJ(development)|NER_LOC:Atlantic,True,False
"#LNG #naturalgas primarily used for #power so I also follow #electricity. #PuertoRico, a #US Commonwealth took HUGE hit from #Maria.",infrastructure_and_utility_damage,,,PREP(for)+POBJ(#)|ROOT_VERB:follow|ROOT_VERB:took|PREP(from)+POBJ(Maria),False,False
RT @Metallica: Please help those in need and first responders in any way you can.  -,rescue_volunteering_or_donation_effort,PREP+PROPN,PLEA_PATTERN|ACTION_VERB,PREP(in)+POBJ(way),True,True
"From FieldHaven Feline: NEW #CampFire Rescues from today - Friday, 11-23. These cats are at our emergency Camp Fire shelter in Yuba City at 44 2nd Street. Phone number here is 916-300-8166.",rescue_volunteering_or_donation_effort,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,DISTRESS_SIGNAL,NER_LOC:Camp|NER_LOC:Fire|PREP(in)+POBJ(City)|NER_LOC:Yuba|NER_LOC:City,True,True
